ID,TOWN-CODE,Turnover_Ingresos_2012,Turnover_Ingresos_2011,WorkingCapital_FondoManiobra_2012,WorkingCapital_FondoManiobra_2011,CurrentAssets_ActivoCirculante_2012,CurrentAssets_ActivoCirculante_2011,CurrentLiability_PasivoLiquido_2012,CurrentLiability_PasivoLiquido_2011,Amortization_Amortizacion_2012,Amortization_Amortizacion_2011,IntangibleAssets_InmovilizadoInmaterial_2012,IntangibleAssets_InmovilizadoInmaterial_2011,TangibleAssets_InmovilizadoMaterial_2012,TangibleAssets_InmovilizadoMaterial_2011,AverageCollectionPeriod_PeriodoMedioDeCobro_2012,AverageCollectionPeriod_PeriodoMedioDeCobro_2011,AveragePaymentPeriod_PeriodoMedioDePago_2012,AveragePaymentPeriod_PeriodoMedioDePago_2011,InventoryTurnOver_RotacionDeInventario_2012,InventoryTurnOver_RotacionDeInventario_2011,Dividends_Dividendo_2011,Dividends_Dividendo_2012,LeveragePerc_ApalancamientoPerc_2012,LeveragePerc_ApalancamientoPerc_2011,Procurements_Aprovisionamientos_2011,Procurements_Aprovisionamientos_2012,Equity_Capital_2012,Equity_Capital_2011,Cash_Tesoreria_2012,Cash_Tesoreria_2011,ShortTermFinancialInvestments_InversionesFinancierasCortoPlazo_2011,ShortTermFinancialInvestments_InversionesFinancierasCortoPlazo_2012,LongTermFinancialInvestments_InversionesFinancierasLargoPlazo_2012,LongTermFinancialInvestments_InversionesFinancierasLargoPlazo_2011,Stock_Existencias_2012,Stock_Existencias_2011,FinancialExpenditures_2012,FinancialExpenditures_2011,FinancialDebt_DeudasFinancieras_2012,FinancialDebt_DeudasFinancieras_2011,LongTermDebt_DeudasLargoPlazo_2012,LongTermDebt_DeudasLargoPlazo_2011,ShortTermDebt_DeudasCortoPlazo_2012,ShortTermDebt_DeudasCortoPlazo_2011,TARGET
2892,1108,1171.70724,2287.345839,125.76959,1117.4466,2101.68362,2087.36509,1915.70942,1905.31203,0,0,0,0,202.57096,202.57096,560.108,262.874,663.261,321.766,44.974,19.999,0,0,18.131,0,-810.01386,-480.27335,6.01012,6.01012,12.05277,25.01287,347.11796,206.62158,0,0,60,45,0,0,70.44769,0,0,0,158.46974,88.02205,0
2893,1154,741163,805209,125908,146463,482464,437530,736207,487616,16645,15838,290832,214032,57414,62895,112.855,98.737,321.287,198.877,214.246,197.854,-43734,-21352,71.102,29.949,-375357,-406468,169300,158335,4973,8103,2264,1245,20454,1925,241901,206295,13252,8352,137669,86800,423,452,138154,106003,0
2894,767,0,28.70022,-13.3581,-11.30125,28.14332,30.62482,15.7747,52.7026,0,2.71436,0,0,0,0,0,129.945,393.578,374.136,9.803,0,0,0,756.467,316.444,-10.95,-1.3,3.006,3.006,6.88532,1.42379,18.8414,18.8414,215.20224,189.31218,0.0354,0,6.22079,4.37602,0,29.47087,201,120,0,30.4129,0
2895,767,951.07564,1873.01618,359.81456,54.50365,604.73186,1032.03042,453.02794,898.29056,11.05264,5.65025,0,0,93.74393,102.89197,212.666,150.596,119.957,188.455,21.016,36.35,0,0,202.569,113.47,-1567.93312,-657.54483,30,30,4.5058,90.18064,0,0,2.49,2.49,38.38764,158.32097,20.65042,12.24356,115.47943,0,153.24611,147.75509,206.15524,0.23615,0
2896,781,42.45945,123.52198,88.90131,79.46928,90.916,98.56521,522.24596,524.79552,2.5252,2.5252,0.87947,0.87947,435.16112,436.18529,701.823,233.996,4588.918,1422.609,288.622,0,0,0,0,0,-66.62863,-7.6413,3.5,3.5,1.77315,11.45885,6.81821,0.24154,157.50806,159.84186,6.12625,0,8.02459,0,31.24779,0,161.74667,168.69583,31.24779,2.3338,0
2897,197,1667.37342,1718.17081,54.77663,40.4882,144.59588,122.06805,275.61472,448.40102,451.11364,497.05983,2284.57933,2362.77549,1041.19881,1376.30697,22.557,18.419,51.312,41.934,0,0,-200,-200,20.415,27.823,-98.9303,-129.34227,1154,1154,9.281,2.83134,9.66603,5.3409,38.34871,38.34871,0,0,34.34215,32.997249,173.60929,366.08599,251.7595,285.65381,173.60929,366.39572,1
2898,334,10833.24896,11211.40397,4042.119159,5052.47129,5827.66944,6904.82263,5265.31861,6455.29923,93.36114,85.028,145.48232,186.55968,184.64619,180.51405,183.028,208.5,198.043,235.87,11.771,14.782,0,0,23.098,36.921,-9523.57103,-9016.16617,60.2,60.2,0,4.98199,0,0,0,0,294.82068,391.0609,4.36348,2.58342,82.46828,66.66672,44.44448,111.11104,101.19424,66.66672,0
2899,346,55.74341,353.47346,71.47471,29.22794,248.39693,367.64649,34.06486,58.69217,11.28294,11.31009,0,0,600.22701,611.50995,461.595,29.767,27.844,21.835,0,0,0,0,-327.493,-423.562,-26.04918,-49.32898,51,51,176.92222,338.41855,0,0,0.72113,0.72113,0,0,37.98713,38.20238,27.73929,55.70326,1223.10196,1223.10196,27.73929,55.70326,0
2900,1374,217.83193,198.05674,-14.33961,-28.66455,8.34684,14.33537,59.57133,94.14503,20.19756,22.41754,0,0,84.43231,102.91286,9.602,21.466,89.707,216.189,10.522,8.345,0,0,34.379,66.081,-74.43152,-86.77358,3.01,3.01,0,0.7998,0,0,0,0,2.53625,1.72552,4.25662,8.75035,11.4166,15.26685,0,0,22.7134,15.26685,0
2901,284,1533.40907,2066.35968,168.08421,80.992519,284.74411,274.48565,288.6214,264.09907,10.85353,10.55565,0,0,254.29054,261.27937,14.718,14.179,34.865,41.131,57.005,31.831,0,0,500.239,609.186,-1591.76112,-1196.72491,6,6,32.54965,52.35592,0,0,0,0,189.5,140.7434,16.79346,14.60293,42.95424,46.917869,201.53818,226.74351,159.47241,63.25708,0
2902,998,13126,12579,6545,8815,9035,12508,11097,12216,1611,1658,1695,1780,13635,12708,196.099,261.865,279.787,205.319,22.397,0,0,0,377.454,436.289,-4131,-3954,781,781,488,1667,1235,199,183,182,246,0,944,727,4590,4778,9236,10889,6709,8944,1
2903,84,72,0,-4.33825,0,86.82095,0,111.26898,0,0,0,0,0,399.61882,0,1.99,0,108.666,0,0,0,0,0,365.633,0,0,0,6,0,54.31413,0,0,32.10866,0,0,0,0,0,0,0,0,294.59872,0,87.78844,0,0
2904,906,142.84761,121.93548,224.4546,252.180439,301.79869,316.58437,87.89024,57.19742,8.195308,8.17309,0,0,22.3202,30.51551,624.34,754.63,386.541,397.312,93.655,232.913,0,0,67.668,50.144,-14.40536,-33.80686,3.006,3.006,3.7113,6.83291,44.83085,41.55469,9.52088,9.52088,8.795,9.32,13.19477,9.91791,7.97427,0,94.42442,100,7.97427,0,0
2905,1030,514.44858,472.23164,599.585379,625.59429,672.80957,671.20219,207.16301,139.8818,18.72966,22.54776,8.24542,20.04078,159.89259,167.65974,10.595,9.775,175.138,112.297,1017.656,1213.645,0,0,0,652.398,-190.97812,-227.75828,60.10121,60.10121,13.83541,9.72061,4.82619,0,0,0,643.83246,643.83246,42.72494,40.27474,69.29891,56.69967,600.87397,615.92118,70.09891,58.83107,0
2906,937,1560.45686,1649.98408,118.438489,183.27174,205.11012,332.67318,251.24704,125.75963,127.08858,122.38645,20.76937,9.36031,570.66483,378.82135,28.04,40.727,52.862,39.099,29.941,34.487,0,0,97.749,91.568,-905.31639,-845.24969,6.01,6.01,1.31671,59.28074,0,11.9508,88.3785,50.4223,70.29972,86.72745,16.6227,18.58735,93.21981,0,265.37661,302.8702,93.21981,0,0
2907,767,55.6822,97.80448,110.07819,126.49676,110.79925,127.34956,36.94256,70.90559,1.51825,1.51825,0,0,1.45037,2.96862,685.103,439.825,204.484,192.18,47.591,78.716,0,0,27.299,127.687,-32.03783,-36.55458,60.10121,24.04048,0,0.26281,0.58999,0,7.05014,7.41212,4.83245,7.0053,1.38569,3.94361,1.1268,0,16.97744,38.08198,1.59817,38.22557,1
2908,246,486.06751,528.5765,10.9366,40.40735,1844.07441,1370.41276,132.95584,118.57112,7.37466,13.71701,0,0.09304,9.61102,10.57629,8.1,27.52,1906.133,1260.586,0,0,0,0,0.094,0.027,-12,0,25,25,159.83489,223.90798,1106.09743,1673.30292,0,0,0,0,0,0,0.11028,0.34519,0,0,0.11028,0.34519,0
2909,983,0,745.02441,2301.629159,2305.18986,2387.29267,2512.83378,136.55006,136.79547,7.98757,13.31261,0,0,236.96253,244.9501,0,1145.011,1890.232,71.922,0,0,0,0,12.03,11.927,-141.8926,-0.48528,6.01012,6.01012,64.53874,143.218,0,1.19117,32.01694,0,0,0,17.41632,71.33419,35.07271,0,239.27754,279.31334,35.07271,0,0
2910,486,89.79915,118.41689,32.6259,40.26318,127.80189,135.91217,10.78168,13.35202,4.99532,6.19282,0,0,10.99268,15.988,125.252,119.408,78.887,82.317,186.957,92.641,0,0,3.118,2.759,-8.1304,-3.91398,90.15182,90.15182,94.52603,94.54205,0,0,0.99152,1.60415,2.03263,2.09225,0.78599,0.75801,4.02289,3.86683,0,0,4.02289,3.86683,0
2911,197,1271.188,1226.769,907.634,336.697,4056.773,5436.468,2358.164,3720.875,0,0,0,0,0,0,689.332,711.647,531.126,843.965,0.348,0,0,0,112.834,106.086,-1029.252,-928.458,4636.872,4636.872,220.71,1680.072,595.225,595.225,6627.119,6849.905,0.9,0,379.348,243.708,235.169,165.14,4427.745,4404.467,235.169,200.979,0
2912,183,109.2361,20.1173,66.48254,1.93735,124.68051,3.32204,90.84636,0.07559,0.064599,0,0,0,10.43735,0,404.18,34.668,338.891,0.91,0,0,0,0,361.124,-148.792,-12.63286,-54.0623,3.1,3.1,2.03866,1.38469,0,0,0,0,0,0,0,0,20.78406,0,30.16348,9.9,20.78406,0,0
2913,1342,5899.07872,5426.22641,261.143769,104.76158,4795.10525,5265.35697,3434.92581,3299.22673,579.30329,640.27919,35.84931,0,7490.46259,7639.23824,20.531,14.091,197.811,100.192,23.684,42.228,0,0,244.869,293.103,-582.40051,-698.10703,203.9256,203.9256,10.97091,66.40384,764.08359,134.77306,0.11466,0.11466,45.92818,68.31704,458.71852,444.86598,1319.43529,1896.54202,5155.47245,5780.09674,1342.55348,1920.06563,0
2914,1261,3374.06544,2652.9736,964.54287,906.96457,4498.76794,3858.24398,808.346,402.01981,198.22821,201.14472,0,0,1443.89097,1639.74963,129.787,129.146,146.699,86.811,126.745,747.849,0,0,4.107,7.13,-131.86989,-452.00002,500,500,472.06578,535.5211,2097.05332,2651.14694,0.2582,0.2582,159.1356,273.94125,14.33443,19.76594,20.82177,0,183.16674,340.1667,20.82177,0,0
2915,34,1900.28142,2534.37138,1263.51977,2426.32805,1582.12953,3022.76836,1583.87749,529.58149,102.13333,102.12675,0,0,857.17445,919.23323,194.491,133.057,106.917,52.541,167.33,565.949,0,0,98.129,1.133,-1099.60879,-960.65909,1803.03631,1803.03631,108.97114,0,357.38148,0,47.16007,0,446.52128,1728.67436,206.45465,21.65906,984.61842,38.67725,187.5,0,1062.61502,110.79567,0
2916,440,858.33309,1220.01491,89.04025,393.3872,299.65186,606.85515,203.17755,390.91018,29.20857,32.66909,0.40401,0.74101,96.98129,124.91071,91.244,126.865,95.037,70.768,5.495,32.681,0,0,73.462,87.611,-719.86285,-546.99979,18,18,37.51546,0,111.56602,36.23622,0.91519,0.91519,8.35,65.35,18.66425,28.95514,28.74411,101.93317,78.83454,105.61507,29.09024,232.57045,0
2917,767,1485.64588,1647.06029,551.04809,769.44075,1052.01154,1299.93709,788.07964,1014.14048,39.6797,37.5803,0.22023,0.22023,125.99919,165.67062,99.935,150.336,73.045,68.449,229.712,125.457,0,0,28.708,42.763,-405.8894,-229.3121,93.31,93.31,492.9913,470.67062,0,0.2863,1.65029,1.65029,146.32209,141.4501,5.44767,5.07511,10.32813,19.93985,79.81283,123.32646,351.23965,406.09918,0
2918,998,1316.13858,2517.01916,2083.25567,2727.15512,3277.35354,4083.355,355.28377,1019.56791,493.02507,968.58454,83.6795,202.89797,11266.90268,12070.63903,183.114,181.223,82.216,126.317,1365.077,473.529,0,0,-367.995,828.604,-1163.20359,-382.45502,66.11,66.11,1114.6777,1228.31729,57.94205,42.99517,0.45,0.45,1450.22399,1530.03147,361.46535,644.21906,17.60462,85.90196,20250.2213,20051.29862,55.49433,126.79043,0
2919,433,1190.47695,970.48335,144.8654,78.820329,216.56724,120.31144,116.95394,70.94513,33.62842,32.75285,11.82799,12.99305,126.37393,150.78705,51.861,29.325,15.895,10.788,2.964,0,0,0,89.533,90.602,-739.36226,-914.50218,18.006,3.006,7.58469,37.06652,4.18977,28.02884,1.37265,0.02265,7.5304,0,6.99019,4.26077,48.31168,44.83522,87.5,77.8069,70.99277,46.0099,0
2920,958,3801.626,7225.337,521.542,547.427,2645.956,2810.576,3259.834,3040.428,493.34,410.495,0.879,3.386,2009.157,2395.476,119.246,100.44,234.911,123.072,81.195,6.707,0,0,109.885,111.229,-4833.463,-3328.44,390,390,205.588,344.499,3.114,5.869,26.837,26.477,750.707,90.061,101.612,137.924,247.125,654.216,782.722,1000.829,710.064,1111.043,0
2921,1052,510.46929,134.05169,92.544939,44.78848,333.82045,379.20798,482.27147,373.11925,26.83511,0,0,0,199.33481,0,89.34,484.589,348.197,1012.348,199.123,37.61,0,0,243.561,0,-119.64655,-339.02166,3.1,3.1,19.6191,1.3635,184.9,0,1.74057,1.74057,187.51968,12.5,0.24997,0.0225,0.02424,0,37.3,0,19.21924,0,1
2922,780,1745.57181,1401.115359,246.27241,290.96687,906.02242,1021.34517,776.72567,888.87769,63.22585,66.77457,0,0,538.47904,579.58496,103.094,136.597,210.626,312.39,131.533,211.703,0,0,33.888,46.71,-774.23342,-1058.24557,60.10121,60.10121,13.74613,29.02654,5.38213,5.73849,43.15118,37.90118,386.65269,455.30024,16.662687,19.38237,40.128809,73.21461,153.58841,193.5556,45.37881,77.68961,0
2923,453,25432.06013,20940.89245,3157.479649,3239.89416,5435.37444,4836.69284,4375.13876,3221.45675,84.84964,21.6153,6.0101,6.0101,1927.67418,1812.25457,47.753,51.954,36.779,27.014,27.227,28.452,0,0,172.783,195.024,-19358.61053,-23551.85575,330.55666,330.55666,194.40953,246.23924,38.31678,86.1596,10.66035,0.6443,1781.28555,1530,104.71832,75.52243,1836.80789,1668.60101,1229.76756,1704.54329,1836.80789,1680.13333,0
2924,690,71.45,59.56,51.65553,63.35853,96.45712,102.85115,26.1319,27.95532,16.436437,13.83484,0,0,93.12336,113.68662,260.265,382.959,24.54,36.804,0,0,0,0,57.348,70.217,0,-0.44428,3.006,3.006,3.69331,5.22745,34.26517,41.10828,86.555,86.555,0,0,4.26944,2.85592,12.69465,14.87188,83.27748,104.76213,22.29465,23.79099,0
2925,362,3106.43418,3139.82716,513.28656,440.87931,2703.73281,2046.5378,612.42549,438.06882,231.46257,231.44149,0,0,322.47038,361.03634,73.945,58.875,125.58,65.248,12.522,18.622,0,0,0.256,2.331,-1170.85746,-934.7266,192.32387,192.32387,2023.44959,1463.12379,9.35226,9.6921,1.8217,1.8217,32.51425,60.56812,0.9139,1.49779,6.18574,45.97046,0,0,6.18574,45.97046,0
2926,197,0.59392,0,1.25538,0,1.74158,0,11.41369,0,0,0,0,0,3.74217,0,760.938,0,80.497,0,0,0,0,0,0,0,0,0,3,0,0.4862,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28411,0,0
2927,1477,208.88778,184.75618,-15.54521,23.32748,12.90205,36.2656,269.56398,299.24272,17.07135,16.00653,0.55125,0.63945,267.18215,267.1243,17.291,45.453,838.035,839.512,0,0,0,0,18.504,36.325,-48.5518,-62.9625,3.60607,3.60607,0,8.14525,0,0,242.45076,242.45076,0,0,3.43566,3.59895,3.29029,42.45026,39.03312,39.03312,12.0374,42.45026,1
2928,1443,655.80749,0,75.68892,0,180.13242,0,243.70664,0,3.41296,0,0,0,37.81102,0,45.051,0,530.585,0,-7738.371,0,0,0,-131.429,0,0,0.00884,3.01,0,56.70829,0,0,41.16416,19.85,0,0.19002,0,0.06956,0,4.95767,0,0,0,4.95767,0,1
2929,767,309.99757,343.03066,82.27935,127.59277,104.07877,273.17379,93.9587,281.32071,16.32312,6.67245,0,0,61.97606,78.29918,7.389,18.349,130.485,304.586,274.373,507.687,0,0,32.088,104.96,-180.02345,-123.26862,60.10121,60.10121,3.01556,1.06081,0.75127,0.75127,1.07494,1.07494,93.94903,253.877,2.1581,1.57929,23.47958,74.7601,0,0,23.47958,74.7601,0
2930,1174,2357.79283,2762.94188,1002.21017,866.878029,1486.9175,1464.97462,1133.59714,1123.84888,18.55054,23.92552,0,0,50.1779,68.72844,140.439,114.473,138.859,125.294,126.466,114.814,0,0,84.203,68.818,-1823.21836,-1517.70233,120.2,120.2,33.95573,4.93072,0,0,2.94171,2.94171,533.16087,581.4787,52.44306,51.75281,341.83523,266.355169,0.21743,10.49836,466.94252,389.37241,1
2931,197,39.35426,31.00497,16.14208,2.44398,141.95412,156.56068,3.25584,3.23207,0,0,0,0,699.82343,699.82343,147.662,28.377,70.909,28.043,0,0,0,0,456.82,468.682,0,0,83.42048,83.42048,1.4369,5.91448,148.20222,0,1.9873,1.9873,0,0,23.1477,23.56646,0,0,737.29549,752.71946,0.02093,0.01732,0
2932,197,590.2887,517.77398,98.47059,85.27801,187.16401,173.58947,101.69079,111.61598,15.71352,25.9914,0,0,44.35651,59.67735,64.364,56.778,87.26,84.157,40.487,63.27,0,0,23.668,51.514,-153.3419,-234.7556,12.02,12.02,34.62389,44.37735,20.6,20.6,12.7779,20.00005,26.40195,26.95021,5.22152,6.53959,24.82177,55.72961,7.22228,11.37936,24.82177,55.72961,0
2933,936,191.532,33.50361,83.49224,78.40281,110.67601,90.44427,103.35611,73.91327,2.02453,0,0.11355,0.11355,25.28583,23.86787,156.93,659.779,59.397,262.974,0,2013.085,0,0,133.282,214.992,-3.04011,-105.71222,9,9,26.07068,10.92837,1.11309,1.11309,0,0,0,17,1.72801,1.29007,5.39794,2.64343,16.37978,26.81182,59.39117,46.61643,0
2934,690,4045.53446,4270.76775,1760.68446,1718.39566,3113.76655,3010.7936,2173.81316,1903.78723,112.87391,279.73741,195.17631,156.92498,2923.63409,2855.8047,156.678,144.85,193.671,230.142,0,0,0,0,69.886,56.622,-2083.63526,-2325.77223,35.0176,35.0176,18.23149,73.59653,581.94761,692.31571,57.83252,97.46955,0,0,77.92376,63.52913,707.87462,279.13837,1276.77513,1346.38526,707.87462,281.60847,0
2935,1402,163.91141,187.81023,-25.904949,-23.87003,79.82576,63.87782,112.9765,100.54057,8.34658,6.6764,0,0,11.53774,19.88432,0,0.094,237.139,165.9,42.998,30.182,0,0,-681.265,0,-88.83858,-70.69317,4.8081,4.8081,52.38222,37.38043,19,19,0,0,8.44354,7.44819,4.92795,7.24657,42.12129,40.87345,3.23418,3.14101,51.12129,49.87345,0
2936,197,266.70456,217.97311,112.2832,14.64653,119.68338,29.66487,123.14761,35.64239,2.15,0,1.10344,1.10344,109.37988,110.87888,57.976,28.123,40.714,74.296,72777.681,0,-7.3173,0,78.998,49.604,-7.51405,-0.34626,60.006,60.006,0,0,9.64977,3.74466,5.23484,7.53484,70,0,0.54637,0.6278,48.3206,5.35744,22.54696,34.06541,105.86342,19.876,0
2937,1258,946.45709,1047.19684,-0.271399,-15.088379,73.5653,72.42997,151.54354,117.12984,26.47931,19.93569,0,0,327.3862,247.45514,3.007,20.063,39.112,53.213,33.634,4.302,0,0,79.899,77.478,-713.9636,-643.5904,12.6,12.6,5.52822,5.53323,0,0,16.48154,48.83457,60.1302,8.53299,7.95699,6.92225,0,0,118.09045,109.83185,73.98953,0,0
2938,97,681.61146,576.03296,288.00526,269.48211,555.31387,465.16607,372.34474,306.6547,11.33511,12.45325,0,0,90.55906,91.82621,145.163,127.501,193.171,201.027,160.517,204.599,0,0,174.654,118.431,-444.05838,-536.29761,128.1332,128.1332,16.05798,0,8.78021,25.28262,2.94,2.94,239.126,252.372,58.58763,28.92439,60.71059,34.9933,154.72227,122.1734,60.71059,34.9933,0
2939,1486,146.06269,165.06992,64.898,58.018799,142.75899,134.51019,87.65904,83.691,0,0.21236,0,0,0,0,277.126,210.511,207.195,198.946,91.783,107.149,0,0,6.233,0,-122.40229,-116.15112,3.01,3.01,0.32041,1.1809,0,0,0.4514,0.4514,29.61332,36.43144,0.25514,0.10315,3.46276,0,0,0,9.46276,6,0
2940,1409,1659.40117,1674.56053,176.32782,242.07574,401.61925,401.54808,766.1135,728.65185,141.8618,174.63157,0.58351,0.70744,3474.98453,3548.93187,42.033,55.697,464.018,318.589,36.297,46.261,0,0,0,0,-112.90831,-143.57953,253.002,120.2024,70.19103,26.75831,1.20255,23.19962,41.15236,41.15236,14.47669,14.50905,139.62686,121.3159,329.2955,315.67924,3023.48776,3226.31063,329.7625,434.38987,0
2941,1477,111.06486,0.59842,99.57525,2.06908,132.79164,2.46277,126.175,9.95732,0,0.2889,0,0,15.17984,15.17984,240.312,1462.547,305.84,162.342,319.647,0,0,0,86.49,0,-0.71725,-66.05624,18,18,0,0.03161,0,0,0,0,58.652,0,2.62527,0,18.85184,0,0,0,46.96743,5.3531,0
2942,1153,299.55305,304.92832,7.379648,2.70789,13.06597,18.60005,88.69394,93.19178,60.3952,59.26995,0,0,737.65767,798.05287,10.046,3.611,257.065,235.019,0,0,0,0,243.178,254.855,-0.52119,0.9457,12.02024,12.02024,4.70616,15.54092,0,0,34.11031,34.11031,0,0,18.70027,18.64425,6.52129,12.46705,494.32457,540.87395,12.22051,28.46705,1
2943,448,63.79625,51.21103,24.86616,31.00357,43.56969,46.31349,6.77092,7.44465,1.98143,2.06508,0,0,5.90256,7.88399,91.618,162.092,30.447,33.264,92.952,127.512,0,0,280.862,336.897,-25.28044,-33.4245,3.006,3.006,17.97353,13.571,0.73,0.73,0,0,8.63025,8.95436,2.18089,0.68131,3.38961,3.6059,30.59961,35.2264,3.38961,3.6059,0
2944,197,123.76033,252.68443,12.56675,123.68351,14.13908,129.13032,31.25733,126.39189,0,0,0,0,0,0,37.095,170.476,51.227,42.518,0,22.843,0,0,102.395,88.529,-63.45024,-103.82214,53.01,53.01,1.38632,5.44681,0,0,2.44852,2.44852,0,4.02615,2.98234,2.61536,5.46385,0,41.20335,25.48859,5.4645,102.85727,0
2945,664,65.18542,103.57318,107.2578,106.55411,111.28228,116.12904,114.12023,78.25814,0,0,0,0,3.39063,3.39063,27.653,45.025,589.279,256.483,1398.173,966.447,0,0,0,38.35,-38.43249,-27.36356,3.00506,3.0056,0,0,0,0,0,0,106.275,103.175,4.64263,4.69646,0,15.82391,0,0,24.69718,15.82391,0
2946,197,177.48627,119.21191,5.36133,6.82947,87.79249,66.56433,29.02387,29.37407,8.93627,5.27396,0,0,40.40094,12.62455,21.304,20.623,211.767,207.939,0,995.583,0,0,0.37,3.968,-6.10817,-7.20455,15,15,77.28914,42.84266,0,0,3.29145,3.29145,0,16.8922,0,0,0.37972,2.10774,0,0,0.37972,2.10774,0
2947,1486,14.761,35.061,13.56155,13.0121,15.27897,14.6832,1665.33415,1575.41055,0,0,4.23104,4.23104,595.12263,595.12263,229.002,90.787,29619.233,44398.72,0,0,0,0,-70.208,-82.167,0,0,3.00601,3.00601,0.0007,0.19626,0,0.24353,0.80267,0.80267,5.645,5.645,14.6987,15.93254,168.08669,182.59909,409.23522,467.69676,223.97584,238.87833,0
2948,197,3614.51969,3890.85001,310.59962,300.88953,420.15365,463.55743,507.90558,454.4181,418.03067,451.32079,19.8181,19.9621,4758.40192,5057.00774,33.837,31.973,78.749,86.414,0,0,0,0,64.322,73.312,-796.1909,-796.16069,661.1,661.1,59.71554,117.98728,0,0,15.83868,15.83868,0,0,85.340769,82.47222,123.11716,16.04806,1732.38121,2105.40265,124.20616,21.42181,1
2949,82,5282.69993,0,-152.089689,0,1692.0971,0,2050.65081,0,40.42088,0,0,0,1702.88719,0,43.943,0,134.845,0,68.532,0,0,0,40.374,0,0,-4561.58801,60.12,0,112.75262,0,0,66.12997,141.98046,0,868.37592,0,58.65757,0,231.82218,0,274.8898,0,253.99114,0,0
2950,197,1901.87766,1533.83522,-42.28097,-102.20677,549.32299,489.63959,434.24419,285.45842,49.72943,15.46319,0,0,570.14694,76.55889,30.059,14.866,93.512,110.874,8.415,5.879,0,0,90.834,6.031,-568.31611,-690.76591,3.006,3.006,361.87332,401.53642,0,0,8.549,8.498,16.14681,9.28237,9.85147,12.65648,50.00004,0,174.99994,0,95.2424,3.9327,1
2951,690,23.80956,17.84961,79.90545,79.64725,79.90545,79.64725,111.83563,116.03547,3.28831,3.3486,0,0,219.06334,222.35165,1208.168,1606.366,387.957,378.331,0,0,0,0,41.445,51.565,0,0,12.02024,12.02024,0,0,0,0,0,0,0,0,2.16272,2.36999,0.25654,4.64998,54.65104,60.20048,110.50793,114.90137,0
2952,1336,74,80.7,81.49424,79.22248,412.74012,485.22087,259.39425,241.04534,24.77759,36.97188,0,0,203.48714,164.37305,396.458,353.408,24.612,36.704,0,0,0,0,14.759,12.792,0,0,1636.2522,1636.2522,67.02986,53.31038,352.68801,264.21602,860.11767,753.75849,0,0,12.16695,124.04198,243.85429,234.7769,41.95719,12.85,253.98538,236.02863,0
2953,990,31.21315,77.9941,29.91129,30.43938,34.78108,33.50991,35.25771,53.33446,20.91063,16.37844,112.8679,77.91394,2.42912,3.6673,206.12,140.5,226.188,119.325,1010.243,0,0,0,54.514,89.392,-24.37503,-4.29045,3.1,3.1,4.64331,3.07053,0,0,0.79986,1.56,12.04,0,1.465889,1.83492,6.58173,37.23367,39.3,18.3,21.58173,37.89476,0
2954,396,222.13713,271.05931,21.14576,13.96664,47.98687,50.8236,15.44579,15.4352,4.22475,4.18605,0,0,2.95142,24.14609,5.094,4.668,43.718,35.194,110.41,67.232,0,0,356.368,181.875,-116.71899,-92.83174,6.01012,6.01012,13.50348,23.5103,2,2.86858,0.36066,0.36066,28.471,21.79819,1.2777,1.22938,0,0,35.37088,42.56527,0,0,0
2955,521,315.89355,334.24122,280.71433,189.2532,556.34275,460.47082,180.50725,154.27558,27.30516,27.30516,0,0,0,0,319.908,203.838,2566.473,1658.526,0,0,0,0,6.657,7.463,0,0,308.83,308.83,275.62842,178.74277,92.47485,0,0,0,0,0,7.68878,8.68945,48.7932,46.38684,394.95077,444.22801,48.7932,46.38684,0
2956,330,372.56019,269.03307,87.18448,85.590341,171.21007,122.68032,102.01625,129.81545,10.42609,21.43346,0,0,57.16833,67.3995,84.423,159.192,104.553,202.816,0,0,0,0,48.321,31.683,-21.50159,-7.19479,3.5,3.5,50.60649,3.71371,0,33.2341,0,0,0,0,4.99229,0.67813,17.40604,19.09359,29.43211,0,17.40604,19.09359,1
2957,767,18517.138,18579.37,2551.489,2645.647,2984.874,3468.225,3844.79,3893.089,119.618,100.622,1.64,0,460.911,553.317,10.958,11.862,45.911,53.542,49.53,49.145,0,0,-413.234,945.055,-16087.294,-16304.944,60,60,162.664,168.521,0.3,0,9.738,0,2243.331,2196.161,159.342,70.221,1601.319,1323.314,0,0,1601.319,1323.314,1
2958,1132,1367.24791,2735.58691,41.83385,211.89917,124.30383,996.60379,44.77138,776.21752,38.14749,40.84072,100.14315,106.4336,744.97523,774.797,12.626,122.255,5.316,107.632,0,1.262,0,0,281.846,243.314,-2412.81446,-1117.9503,64.481,64.481,72.50018,56.44352,0,0,1.37276,1.37276,0,8.46063,17.22041,22.824,24.36156,14.90696,677.13149,777.37078,25.36156,15.90696,0
2959,1162,1125.04953,833.50198,-343.57274,-283.73517,436.80207,334.08874,396.09851,335.40989,16.37886,9.91768,0,0,138.54525,135.26455,8.002,11.033,153.84,180.115,0,0,0,0,124.17,156.403,-614.0057,-839.40333,3.00506,3.00506,411.79267,308.54379,0,0,49.93599,49.93599,0,0,4.76292,4.41941,3.73728,0,179.00725,173.81523,3.73728,0,0
